Cases,Category,Country,Number of Records,Quality,Year
14325,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Standard,1/1/16 12:00:00 AM
0,Irish Whiskey,Brazil,1,Standard,1/1/90 12:00:00 AM
0,Irish Whiskey,Brazil,1,Standard,1/1/91 12:00:00 AM
250,Irish Whiskey,Brazil,1,Standard,1/1/92 12:00:00 AM
250,Irish Whiskey,Brazil,1,Standard,1/1/93 12:00:00 AM
250,Irish Whiskey,Brazil,1,Standard,1/1/94 12:00:00 AM
250,Irish Whiskey,Brazil,1,Standard,1/1/95 12:00:00 AM
250,Irish Whiskey,Brazil,1,Standard,1/1/96 12:00:00 AM
500,Irish Whiskey,Brazil,1,Standard,1/1/97 12:00:00 AM
500,Irish Whiskey,Brazil,1,Standard,1/1/98 12:00:00 AM
500,Irish Whiskey,Brazil,1,Standard,1/1/99 12:00:00 AM
500,Irish Whiskey,Brazil,1,Standard,1/1/00 12:00:00 AM
500,Irish Whiskey,Brazil,1,Standard,1/1/01 12:00:00 AM
500,Irish Whiskey,Brazil,1,Standard,1/1/02 12:00:00 AM
3250,Irish Whiskey,Brazil,1,Standard,1/1/03 12:00:00 AM
6000,Irish Whiskey,Brazil,1,Standard,1/1/04 12:00:00 AM
8250,Irish Whiskey,Brazil,1,Standard,1/1/05 12:00:00 AM
9250,Irish Whiskey,Brazil,1,Standard,1/1/06 12:00:00 AM
9250,Irish Whiskey,Brazil,1,Standard,1/1/07 12:00:00 AM
5750,Irish Whiskey,Brazil,1,Standard,1/1/08 12:00:00 AM
4250,Irish Whiskey,Brazil,1,Standard,1/1/09 12:00:00 AM
3250,Irish Whiskey,Brazil,1,Standard,1/1/10 12:00:00 AM
5650,Irish Whiskey,Brazil,1,Standard,1/1/11 12:00:00 AM
6650,Irish Whiskey,Brazil,1,Standard,1/1/12 12:00:00 AM
7400,Irish Whiskey,Brazil,1,Standard,1/1/13 12:00:00 AM
9600,Irish Whiskey,Brazil,1,Standard,1/1/14 12:00:00 AM
11000,Irish Whiskey,Brazil,1,Standard,1/1/15 12:00:00 AM
14000,Irish Whiskey,Brazil,1,Standard,1/1/16 12:00:00 AM
1500,Irish Whiskey,Canary Islands,1,Standard,1/1/90 12:00:00 AM
1750,Irish Whiskey,Canary Islands,1,Standard,1/1/91 12:00:00 AM
1750,Irish Whiskey,Canary Islands,1,Standard,1/1/92 12:00:00 AM
1500,Irish Whiskey,Canary Islands,1,Standard,1/1/93 12:00:00 AM
1500,Irish Whiskey,Canary Islands,1,Standard,1/1/94 12:00:00 AM
1500,Irish Whiskey,Canary Islands,1,Standard,1/1/95 12:00:00 AM
1500,Irish Whiskey,Canary Islands,1,Standard,1/1/96 12:00:00 AM
2000,Irish Whiskey,Canary Islands,1,Standard,1/1/97 12:00:00 AM
2000,Irish Whiskey,Canary Islands,1,Standard,1/1/98 12:00:00 AM
3000,Irish Whiskey,Canary Islands,1,Standard,1/1/99 12:00:00 AM
4750,Irish Whiskey,Canary Islands,1,Standard,1/1/00 12:00:00 AM
8250,Irish Whiskey,Canary Islands,1,Standard,1/1/01 12:00:00 AM
9250,Irish Whiskey,Canary Islands,1,Standard,1/1/02 12:00:00 AM
14250,Irish Whiskey,Canary Islands,1,Standard,1/1/03 12:00:00 AM
13250,Irish Whiskey,Canary Islands,1,Standard,1/1/04 12:00:00 AM
12500,Irish Whiskey,Canary Islands,1,Standard,1/1/05 12:00:00 AM
12500,Irish Whiskey,Canary Islands,1,Standard,1/1/06 12:00:00 AM
9500,Irish Whiskey,Canary Islands,1,Standard,1/1/07 12:00:00 AM
9650,Irish Whiskey,Canary Islands,1,Standard,1/1/08 12:00:00 AM
7000,Irish Whiskey,Canary Islands,1,Standard,1/1/09 12:00:00 AM
7400,Irish Whiskey,Canary Islands,1,Standard,1/1/10 12:00:00 AM
5900,Irish Whiskey,Canary Islands,1,Standard,1/1/11 12:00:00 AM
7150,Irish Whiskey,Canary Islands,1,Standard,1/1/12 12:00:00 AM
7650,Irish Whiskey,Canary Islands,1,Standard,1/1/13 12:00:00 AM
9650,Irish Whiskey,Canary Islands,1,Standard,1/1/14 12:00:00 AM
10350,Irish Whiskey,Canary Islands,1,Standard,1/1/15 12:00:00 AM
11500,Irish Whiskey,Canary Islands,1,Standard,1/1/16 12:00:00 AM
750,Irish Whiskey,Thailand,1,Standard,1/1/90 12:00:00 AM
500,Irish Whiskey,Thailand,1,Standard,1/1/91 12:00:00 AM
500,Irish Whiskey,Thailand,1,Standard,1/1/92 12:00:00 AM
750,Irish Whiskey,Thailand,1,Standard,1/1/93 12:00:00 AM
600,Irish Whiskey,Thailand,1,Standard,1/1/94 12:00:00 AM
700,Irish Whiskey,Thailand,1,Standard,1/1/95 12:00:00 AM
750,Irish Whiskey,Thailand,1,Standard,1/1/96 12:00:00 AM
1500,Irish Whiskey,Thailand,1,Standard,1/1/97 12:00:00 AM
2000,Irish Whiskey,Thailand,1,Standard,1/1/98 12:00:00 AM
3750,Irish Whiskey,Thailand,1,Standard,1/1/99 12:00:00 AM
3500,Irish Whiskey,Thailand,1,Standard,1/1/00 12:00:00 AM
3500,Irish Whiskey,Thailand,1,Standard,1/1/01 12:00:00 AM
4500,Irish Whiskey,Thailand,1,Standard,1/1/02 12:00:00 AM
4750,Irish Whiskey,Thailand,1,Standard,1/1/03 12:00:00 AM
7750,Irish Whiskey,Thailand,1,Standard,1/1/04 12:00:00 AM
4500,Irish Whiskey,Thailand,1,Standard,1/1/05 12:00:00 AM
4000,Irish Whiskey,Thailand,1,Standard,1/1/06 12:00:00 AM
3650,Irish Whiskey,Thailand,1,Standard,1/1/07 12:00:00 AM
4000,Irish Whiskey,Thailand,1,Standard,1/1/08 12:00:00 AM
3000,Irish Whiskey,Thailand,1,Standard,1/1/09 12:00:00 AM
3750,Irish Whiskey,Thailand,1,Standard,1/1/10 12:00:00 AM
4250,Irish Whiskey,Thailand,1,Standard,1/1/11 12:00:00 AM
5350,Irish Whiskey,Thailand,1,Standard,1/1/12 12:00:00 AM
4000,Irish Whiskey,Thailand,1,Standard,1/1/13 12:00:00 AM
5250,Irish Whiskey,Thailand,1,Standard,1/1/14 12:00:00 AM
6500,Irish Whiskey,Thailand,1,Standard,1/1/15 12:00:00 AM
11500,Irish Whiskey,Thailand,1,Standard,1/1/16 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/90 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/91 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/92 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/93 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/94 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/95 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/96 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/97 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/98 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Standard,1/1/99 12:00:00 AM
1250,Irish Whiskey,DF Turkey,1,Standard,1/1/00 12:00:00 AM
1100,Irish Whiskey,DF Turkey,1,Standard,1/1/01 12:00:00 AM
1050,Irish Whiskey,DF Turkey,1,Standard,1/1/02 12:00:00 AM
2050,Irish Whiskey,DF Turkey,1,Standard,1/1/03 12:00:00 AM
2000,Irish Whiskey,DF Turkey,1,Standard,1/1/04 12:00:00 AM
2175,Irish Whiskey,DF Turkey,1,Standard,1/1/05 12:00:00 AM
2125,Irish Whiskey,DF Turkey,1,Standard,1/1/06 12:00:00 AM
2175,Irish Whiskey,DF Turkey,1,Standard,1/1/07 12:00:00 AM
6875,Irish Whiskey,DF Turkey,1,Standard,1/1/08 12:00:00 AM
7125,Irish Whiskey,DF Turkey,1,Standard,1/1/09 12:00:00 AM
8300,Irish Whiskey,DF Turkey,1,Standard,1/1/10 12:00:00 AM
13200,Irish Whiskey,DF Turkey,1,Standard,1/1/11 12:00:00 AM
14100,Irish Whiskey,DF Turkey,1,Standard,1/1/12 12:00:00 AM
11800,Irish Whiskey,DF Turkey,1,Standard,1/1/13 12:00:00 AM
13565,Irish Whiskey,DF Turkey,1,Standard,1/1/14 12:00:00 AM
10400,Irish Whiskey,DF Turkey,1,Standard,1/1/15 12:00:00 AM
11475,Irish Whiskey,DF Turkey,1,Standard,1/1/16 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/90 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/91 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/92 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/93 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/94 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/95 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/96 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/97 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/98 12:00:00 AM
,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/99 12:00:00 AM
5250,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/00 12:00:00 AM
5300,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/01 12:00:00 AM
3250,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/02 12:00:00 AM
3000,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/03 12:00:00 AM
3500,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/04 12:00:00 AM
4200,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/05 12:00:00 AM
4000,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/06 12:00:00 AM
4250,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/07 12:00:00 AM
4925,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/08 12:00:00 AM
3550,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/09 12:00:00 AM
5525,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/10 12:00:00 AM
6550,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/11 12:00:00 AM
7725,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/12 12:00:00 AM
7800,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/13 12:00:00 AM
8825,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/14 12:00:00 AM
9150,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/15 12:00:00 AM
10700,Irish Whiskey,DF Gulf - (All Countries),1,Standard,1/1/16 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Standard,1/1/90 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Standard,1/1/91 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Standard,1/1/92 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Standard,1/1/93 12:00:00 AM
5500,Irish Whiskey,DF Netherlands,1,Standard,1/1/94 12:00:00 AM
6000,Irish Whiskey,DF Netherlands,1,Standard,1/1/95 12:00:00 AM
6000,Irish Whiskey,DF Netherlands,1,Standard,1/1/96 12:00:00 AM
6000,Irish Whiskey,DF Netherlands,1,Standard,1/1/97 12:00:00 AM
6250,Irish Whiskey,DF Netherlands,1,Standard,1/1/98 12:00:00 AM
4900,Irish Whiskey,DF Netherlands,1,Standard,1/1/99 12:00:00 AM
3500,Irish Whiskey,DF Netherlands,1,Standard,1/1/00 12:00:00 AM
3500,Irish Whiskey,DF Netherlands,1,Standard,1/1/01 12:00:00 AM
3750,Irish Whiskey,DF Netherlands,1,Standard,1/1/02 12:00:00 AM
3675,Irish Whiskey,DF Netherlands,1,Standard,1/1/03 12:00:00 AM
3575,Irish Whiskey,DF Netherlands,1,Standard,1/1/04 12:00:00 AM
3600,Irish Whiskey,DF Netherlands,1,Standard,1/1/05 12:00:00 AM
4275,Irish Whiskey,DF Netherlands,1,Standard,1/1/06 12:00:00 AM
4800,Irish Whiskey,DF Netherlands,1,Standard,1/1/07 12:00:00 AM
6750,Irish Whiskey,DF Netherlands,1,Standard,1/1/08 12:00:00 AM
7250,Irish Whiskey,DF Netherlands,1,Standard,1/1/09 12:00:00 AM
9750,Irish Whiskey,DF Netherlands,1,Standard,1/1/10 12:00:00 AM
8575,Irish Whiskey,DF Netherlands,1,Standard,1/1/11 12:00:00 AM
9600,Irish Whiskey,DF Netherlands,1,Standard,1/1/12 12:00:00 AM
9590,Irish Whiskey,DF Netherlands,1,Standard,1/1/13 12:00:00 AM
9550,Irish Whiskey,DF Netherlands,1,Standard,1/1/14 12:00:00 AM
9660,Irish Whiskey,DF Netherlands,1,Standard,1/1/15 12:00:00 AM
9350,Irish Whiskey,DF Netherlands,1,Standard,1/1/16 12:00:00 AM
42350,Irish Whiskey,Others,1,Standard,1/1/90 12:00:00 AM
45350,Irish Whiskey,Others,1,Standard,1/1/91 12:00:00 AM
46550,Irish Whiskey,Others,1,Standard,1/1/92 12:00:00 AM
49990,Irish Whiskey,Others,1,Standard,1/1/93 12:00:00 AM
56450,Irish Whiskey,Others,1,Standard,1/1/94 12:00:00 AM
58870,Irish Whiskey,Others,1,Standard,1/1/95 12:00:00 AM
61525,Irish Whiskey,Others,1,Standard,1/1/96 12:00:00 AM
62400,Irish Whiskey,Others,1,Standard,1/1/97 12:00:00 AM
69100,Irish Whiskey,Others,1,Standard,1/1/98 12:00:00 AM
61645,Irish Whiskey,Others,1,Standard,1/1/99 12:00:00 AM
54145,Irish Whiskey,Others,1,Standard,1/1/00 12:00:00 AM
57280,Irish Whiskey,Others,1,Standard,1/1/01 12:00:00 AM
53730,Irish Whiskey,Others,1,Standard,1/1/02 12:00:00 AM
62680,Irish Whiskey,Others,1,Standard,1/1/03 12:00:00 AM
64490,Irish Whiskey,Others,1,Standard,1/1/04 12:00:00 AM
71620,Irish Whiskey,Others,1,Standard,1/1/05 12:00:00 AM
81240,Irish Whiskey,Others,1,Standard,1/1/06 12:00:00 AM
87570,Irish Whiskey,Others,1,Standard,1/1/07 12:00:00 AM
97505,Irish Whiskey,Others,1,Standard,1/1/08 12:00:00 AM
87725,Irish Whiskey,Others,1,Standard,1/1/09 12:00:00 AM
110025,Irish Whiskey,Others,1,Standard,1/1/10 12:00:00 AM
145135,Irish Whiskey,Others,1,Standard,1/1/11 12:00:00 AM
140545,Irish Whiskey,Others,1,Standard,1/1/12 12:00:00 AM
145660,Irish Whiskey,Others,1,Standard,1/1/13 12:00:00 AM
138525,Irish Whiskey,Others,1,Standard,1/1/14 12:00:00 AM
133445,Irish Whiskey,Others,1,Standard,1/1/15 12:00:00 AM
158185,Irish Whiskey,Others,1,Standard,1/1/16 12:00:00 AM
7500,Irish Whiskey,United States,1,Premium,1/1/90 12:00:00 AM
8250,Irish Whiskey,United States,1,Premium,1/1/91 12:00:00 AM
8000,Irish Whiskey,United States,1,Premium,1/1/92 12:00:00 AM
8000,Irish Whiskey,United States,1,Premium,1/1/93 12:00:00 AM
12000,Irish Whiskey,United States,1,Premium,1/1/94 12:00:00 AM
14500,Irish Whiskey,United States,1,Premium,1/1/95 12:00:00 AM
19000,Irish Whiskey,United States,1,Premium,1/1/96 12:00:00 AM
18500,Irish Whiskey,United States,1,Premium,1/1/97 12:00:00 AM
16000,Irish Whiskey,United States,1,Premium,1/1/98 12:00:00 AM
18000,Irish Whiskey,United States,1,Premium,1/1/99 12:00:00 AM
17250,Irish Whiskey,United States,1,Premium,1/1/00 12:00:00 AM
17950,Irish Whiskey,United States,1,Premium,1/1/01 12:00:00 AM
19850,Irish Whiskey,United States,1,Premium,1/1/02 12:00:00 AM
20700,Irish Whiskey,United States,1,Premium,1/1/03 12:00:00 AM
20100,Irish Whiskey,United States,1,Premium,1/1/04 12:00:00 AM
20300,Irish Whiskey,United States,1,Premium,1/1/05 12:00:00 AM
34500,Irish Whiskey,United States,1,Premium,1/1/06 12:00:00 AM
41250,Irish Whiskey,United States,1,Premium,1/1/07 12:00:00 AM
38500,Irish Whiskey,United States,1,Premium,1/1/08 12:00:00 AM
31500,Irish Whiskey,United States,1,Premium,1/1/09 12:00:00 AM
34150,Irish Whiskey,United States,1,Premium,1/1/10 12:00:00 AM
37500,Irish Whiskey,United States,1,Premium,1/1/11 12:00:00 AM
49250,Irish Whiskey,United States,1,Premium,1/1/12 12:00:00 AM
52750,Irish Whiskey,United States,1,Premium,1/1/13 12:00:00 AM
82250,Irish Whiskey,United States,1,Premium,1/1/14 12:00:00 AM
167250,Irish Whiskey,United States,1,Premium,1/1/15 12:00:00 AM
268250,Irish Whiskey,United States,1,Premium,1/1/16 12:00:00 AM
32000,Irish Whiskey,Ireland,1,Premium,1/1/90 12:00:00 AM
33000,Irish Whiskey,Ireland,1,Premium,1/1/91 12:00:00 AM
30000,Irish Whiskey,Ireland,1,Premium,1/1/92 12:00:00 AM
32000,Irish Whiskey,Ireland,1,Premium,1/1/93 12:00:00 AM
31000,Irish Whiskey,Ireland,1,Premium,1/1/94 12:00:00 AM
29000,Irish Whiskey,Ireland,1,Premium,1/1/95 12:00:00 AM
30150,Irish Whiskey,Ireland,1,Premium,1/1/96 12:00:00 AM
31650,Irish Whiskey,Ireland,1,Premium,1/1/97 12:00:00 AM
32250,Irish Whiskey,Ireland,1,Premium,1/1/98 12:00:00 AM
35050,Irish Whiskey,Ireland,1,Premium,1/1/99 12:00:00 AM
34750,Irish Whiskey,Ireland,1,Premium,1/1/00 12:00:00 AM
37450,Irish Whiskey,Ireland,1,Premium,1/1/01 12:00:00 AM
36550,Irish Whiskey,Ireland,1,Premium,1/1/02 12:00:00 AM
30750,Irish Whiskey,Ireland,1,Premium,1/1/03 12:00:00 AM
29850,Irish Whiskey,Ireland,1,Premium,1/1/04 12:00:00 AM
28250,Irish Whiskey,Ireland,1,Premium,1/1/05 12:00:00 AM
25650,Irish Whiskey,Ireland,1,Premium,1/1/06 12:00:00 AM
27150,Irish Whiskey,Ireland,1,Premium,1/1/07 12:00:00 AM
24200,Irish Whiskey,Ireland,1,Premium,1/1/08 12:00:00 AM
22600,Irish Whiskey,Ireland,1,Premium,1/1/09 12:00:00 AM
25950,Irish Whiskey,Ireland,1,Premium,1/1/10 12:00:00 AM
28050,Irish Whiskey,Ireland,1,Premium,1/1/11 12:00:00 AM
24550,Irish Whiskey,Ireland,1,Premium,1/1/12 12:00:00 AM
24700,Irish Whiskey,Ireland,1,Premium,1/1/13 12:00:00 AM
31380,Irish Whiskey,Ireland,1,Premium,1/1/14 12:00:00 AM
46400,Irish Whiskey,Ireland,1,Premium,1/1/15 12:00:00 AM
57550,Irish Whiskey,Ireland,1,Premium,1/1/16 12:00:00 AM
0,Irish Whiskey,Germany,1,Premium,1/1/90 12:00:00 AM
0,Irish Whiskey,Germany,1,Premium,1/1/91 12:00:00 AM
0,Irish Whiskey,Germany,1,Premium,1/1/92 12:00:00 AM
0,Irish Whiskey,Germany,1,Premium,1/1/93 12:00:00 AM
250,Irish Whiskey,Germany,1,Premium,1/1/94 12:00:00 AM
750,Irish Whiskey,Germany,1,Premium,1/1/95 12:00:00 AM
2750,Irish Whiskey,Germany,1,Premium,1/1/96 12:00:00 AM
3350,Irish Whiskey,Germany,1,Premium,1/1/97 12:00:00 AM
2900,Irish Whiskey,Germany,1,Premium,1/1/98 12:00:00 AM
3650,Irish Whiskey,Germany,1,Premium,1/1/99 12:00:00 AM
4550,Irish Whiskey,Germany,1,Premium,1/1/00 12:00:00 AM
5700,Irish Whiskey,Germany,1,Premium,1/1/01 12:00:00 AM
5700,Irish Whiskey,Germany,1,Premium,1/1/02 12:00:00 AM
6500,Irish Whiskey,Germany,1,Premium,1/1/03 12:00:00 AM
7600,Irish Whiskey,Germany,1,Premium,1/1/04 12:00:00 AM
7750,Irish Whiskey,Germany,1,Premium,1/1/05 12:00:00 AM
8350,Irish Whiskey,Germany,1,Premium,1/1/06 12:00:00 AM
10650,Irish Whiskey,Germany,1,Premium,1/1/07 12:00:00 AM
10150,Irish Whiskey,Germany,1,Premium,1/1/08 12:00:00 AM
10600,Irish Whiskey,Germany,1,Premium,1/1/09 12:00:00 AM
12650,Irish Whiskey,Germany,1,Premium,1/1/10 12:00:00 AM
18600,Irish Whiskey,Germany,1,Premium,1/1/11 12:00:00 AM
19000,Irish Whiskey,Germany,1,Premium,1/1/12 12:00:00 AM
28800,Irish Whiskey,Germany,1,Premium,1/1/13 12:00:00 AM
33250,Irish Whiskey,Germany,1,Premium,1/1/14 12:00:00 AM
40350,Irish Whiskey,Germany,1,Premium,1/1/15 12:00:00 AM
43500,Irish Whiskey,Germany,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,France,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,France,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,France,1,Premium,1/1/92 12:00:00 AM
2000,Irish Whiskey,France,1,Premium,1/1/93 12:00:00 AM
3000,Irish Whiskey,France,1,Premium,1/1/94 12:00:00 AM
5000,Irish Whiskey,France,1,Premium,1/1/95 12:00:00 AM
9000,Irish Whiskey,France,1,Premium,1/1/96 12:00:00 AM
12000,Irish Whiskey,France,1,Premium,1/1/97 12:00:00 AM
16000,Irish Whiskey,France,1,Premium,1/1/98 12:00:00 AM
19000,Irish Whiskey,France,1,Premium,1/1/99 12:00:00 AM
24000,Irish Whiskey,France,1,Premium,1/1/00 12:00:00 AM
27000,Irish Whiskey,France,1,Premium,1/1/01 12:00:00 AM
28000,Irish Whiskey,France,1,Premium,1/1/02 12:00:00 AM
20000,Irish Whiskey,France,1,Premium,1/1/03 12:00:00 AM
19000,Irish Whiskey,France,1,Premium,1/1/04 12:00:00 AM
17750,Irish Whiskey,France,1,Premium,1/1/05 12:00:00 AM
15750,Irish Whiskey,France,1,Premium,1/1/06 12:00:00 AM
18750,Irish Whiskey,France,1,Premium,1/1/07 12:00:00 AM
22000,Irish Whiskey,France,1,Premium,1/1/08 12:00:00 AM
18500,Irish Whiskey,France,1,Premium,1/1/09 12:00:00 AM
17250,Irish Whiskey,France,1,Premium,1/1/10 12:00:00 AM
15500,Irish Whiskey,France,1,Premium,1/1/11 12:00:00 AM
15750,Irish Whiskey,France,1,Premium,1/1/12 12:00:00 AM
16000,Irish Whiskey,France,1,Premium,1/1/13 12:00:00 AM
19500,Irish Whiskey,France,1,Premium,1/1/14 12:00:00 AM
28250,Irish Whiskey,France,1,Premium,1/1/15 12:00:00 AM
33250,Irish Whiskey,France,1,Premium,1/1/16 12:00:00 AM
0,Irish Whiskey,South Africa,1,Premium,1/1/90 12:00:00 AM
0,Irish Whiskey,South Africa,1,Premium,1/1/91 12:00:00 AM
0,Irish Whiskey,South Africa,1,Premium,1/1/92 12:00:00 AM
0,Irish Whiskey,South Africa,1,Premium,1/1/93 12:00:00 AM
0,Irish Whiskey,South Africa,1,Premium,1/1/94 12:00:00 AM
0,Irish Whiskey,South Africa,1,Premium,1/1/95 12:00:00 AM
0,Irish Whiskey,South Africa,1,Premium,1/1/96 12:00:00 AM
250,Irish Whiskey,South Africa,1,Premium,1/1/97 12:00:00 AM
250,Irish Whiskey,South Africa,1,Premium,1/1/98 12:00:00 AM
500,Irish Whiskey,South Africa,1,Premium,1/1/99 12:00:00 AM
750,Irish Whiskey,South Africa,1,Premium,1/1/00 12:00:00 AM
920,Irish Whiskey,South Africa,1,Premium,1/1/01 12:00:00 AM
900,Irish Whiskey,South Africa,1,Premium,1/1/02 12:00:00 AM
900,Irish Whiskey,South Africa,1,Premium,1/1/03 12:00:00 AM
1680,Irish Whiskey,South Africa,1,Premium,1/1/04 12:00:00 AM
1920,Irish Whiskey,South Africa,1,Premium,1/1/05 12:00:00 AM
3500,Irish Whiskey,South Africa,1,Premium,1/1/06 12:00:00 AM
3000,Irish Whiskey,South Africa,1,Premium,1/1/07 12:00:00 AM
4000,Irish Whiskey,South Africa,1,Premium,1/1/08 12:00:00 AM
4000,Irish Whiskey,South Africa,1,Premium,1/1/09 12:00:00 AM
7500,Irish Whiskey,South Africa,1,Premium,1/1/10 12:00:00 AM
9500,Irish Whiskey,South Africa,1,Premium,1/1/11 12:00:00 AM
8300,Irish Whiskey,South Africa,1,Premium,1/1/12 12:00:00 AM
10000,Irish Whiskey,South Africa,1,Premium,1/1/13 12:00:00 AM
14650,Irish Whiskey,South Africa,1,Premium,1/1/14 12:00:00 AM
16950,Irish Whiskey,South Africa,1,Premium,1/1/15 12:00:00 AM
25450,Irish Whiskey,South Africa,1,Premium,1/1/16 12:00:00 AM
31500,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/90 12:00:00 AM
36000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/91 12:00:00 AM
37450,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/92 12:00:00 AM
40250,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/93 12:00:00 AM
46550,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/94 12:00:00 AM
50950,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/95 12:00:00 AM
57300,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/96 12:00:00 AM
58700,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/97 12:00:00 AM
56000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/98 12:00:00 AM
31850,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/99 12:00:00 AM
26675,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/00 12:00:00 AM
30125,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/01 12:00:00 AM
22225,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/02 12:00:00 AM
19225,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/03 12:00:00 AM
18550,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/04 12:00:00 AM
18250,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/05 12:00:00 AM
15500,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/06 12:00:00 AM
14825,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/07 12:00:00 AM
14900,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/08 12:00:00 AM
16050,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/09 12:00:00 AM
13950,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/10 12:00:00 AM
14000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/11 12:00:00 AM
14225,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/12 12:00:00 AM
12000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/13 12:00:00 AM
14930,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/14 12:00:00 AM
18510,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/15 12:00:00 AM
23695,Irish Whiskey,DF British Isles (Inc. Ireland),1,Premium,1/1/16 12:00:00 AM
1150,Irish Whiskey,Canada,1,Premium,1/1/90 12:00:00 AM
1250,Irish Whiskey,Canada,1,Premium,1/1/91 12:00:00 AM
1000,Irish Whiskey,Canada,1,Premium,1/1/92 12:00:00 AM
1150,Irish Whiskey,Canada,1,Premium,1/1/93 12:00:00 AM
1900,Irish Whiskey,Canada,1,Premium,1/1/94 12:00:00 AM
