Cases,Category,Country,Number of Records,Quality,Year
15,Irish Whiskey,DF France,1,Super Premium,1/1/05 12:00:00 AM
10,Irish Whiskey,DF France,1,Super Premium,1/1/06 12:00:00 AM
10,Irish Whiskey,DF France,1,Super Premium,1/1/07 12:00:00 AM
10,Irish Whiskey,DF France,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF France,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF France,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF France,1,Super Premium,1/1/11 12:00:00 AM
25,Irish Whiskey,DF France,1,Super Premium,1/1/12 12:00:00 AM
25,Irish Whiskey,DF France,1,Super Premium,1/1/13 12:00:00 AM
15,Irish Whiskey,DF France,1,Super Premium,1/1/14 12:00:00 AM
15,Irish Whiskey,DF France,1,Super Premium,1/1/15 12:00:00 AM
15,Irish Whiskey,DF France,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/93 12:00:00 AM
50,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/94 12:00:00 AM
25,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/95 12:00:00 AM
25,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/96 12:00:00 AM
25,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/97 12:00:00 AM
25,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/98 12:00:00 AM
10,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/08 12:00:00 AM
25,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/10 12:00:00 AM
35,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/11 12:00:00 AM
25,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/12 12:00:00 AM
15,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/13 12:00:00 AM
15,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/14 12:00:00 AM
15,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/15 12:00:00 AM
15,Irish Whiskey,DF Netherlands,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,Finland,1,Super Premium,1/1/14 12:00:00 AM
100,Irish Whiskey,Finland,1,Super Premium,1/1/15 12:00:00 AM
0,Irish Whiskey,Finland,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,Latvia,1,Super Premium,1/1/12 12:00:00 AM
10,Irish Whiskey,Latvia,1,Super Premium,1/1/13 12:00:00 AM
10,Irish Whiskey,Latvia,1,Super Premium,1/1/14 12:00:00 AM
0,Irish Whiskey,Latvia,1,Super Premium,1/1/15 12:00:00 AM
0,Irish Whiskey,Latvia,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/04 12:00:00 AM
30,Irish Whiskey,Portugal,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,Portugal,1,Super Premium,1/1/07 12:00:00 AM
0,Irish Whiskey,Portugal,1,Super Premium,1/1/08 12:00:00 AM
50,Irish Whiskey,Portugal,1,Super Premium,1/1/09 12:00:00 AM
100,Irish Whiskey,Portugal,1,Super Premium,1/1/10 12:00:00 AM
50,Irish Whiskey,Portugal,1,Super Premium,1/1/11 12:00:00 AM
0,Irish Whiskey,Portugal,1,Super Premium,1/1/12 12:00:00 AM
0,Irish Whiskey,Portugal,1,Super Premium,1/1/13 12:00:00 AM
50,Irish Whiskey,Portugal,1,Super Premium,1/1/14 12:00:00 AM
0,Irish Whiskey,Portugal,1,Super Premium,1/1/15 12:00:00 AM
0,Irish Whiskey,Portugal,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/00 12:00:00 AM
35,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/01 12:00:00 AM
10,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/02 12:00:00 AM
25,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/03 12:00:00 AM
5,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/04 12:00:00 AM
5,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/05 12:00:00 AM
10,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/06 12:00:00 AM
10,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/07 12:00:00 AM
10,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Baltics - (All Countries),1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/93 12:00:00 AM
50,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/94 12:00:00 AM
50,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/96 12:00:00 AM
25,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/01 12:00:00 AM
10,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Belgium/Luxembourg,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/10 12:00:00 AM
5,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/93 12:00:00 AM
50,Irish Whiskey,DF Germany,1,Super Premium,1/1/94 12:00:00 AM
50,Irish Whiskey,DF Germany,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/02 12:00:00 AM
5,Irish Whiskey,DF Germany,1,Super Premium,1/1/03 12:00:00 AM
10,Irish Whiskey,DF Germany,1,Super Premium,1/1/04 12:00:00 AM
15,Irish Whiskey,DF Germany,1,Super Premium,1/1/05 12:00:00 AM
10,Irish Whiskey,DF Germany,1,Super Premium,1/1/06 12:00:00 AM
10,Irish Whiskey,DF Germany,1,Super Premium,1/1/07 12:00:00 AM
10,Irish Whiskey,DF Germany,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/10 12:00:00 AM
20,Irish Whiskey,DF Germany,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Germany,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/94 12:00:00 AM
100,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/95 12:00:00 AM
50,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/96 12:00:00 AM
25,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/97 12:00:00 AM
25,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/98 12:00:00 AM
25,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Hong Kong,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/11 12:00:00 AM
20,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Indian Sub-Continent,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/00 12:00:00 AM
5,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/01 12:00:00 AM
5,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Indonesia,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/01 12:00:00 AM
10,Irish Whiskey,DF Israel,1,Super Premium,1/1/02 12:00:00 AM
15,Irish Whiskey,DF Israel,1,Super Premium,1/1/03 12:00:00 AM
15,Irish Whiskey,DF Israel,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Israel,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/90 12:00:00 AM
